,title,company,salary,location,summary
3595,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3596,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3597,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3598,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3599,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3600,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3601,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3602,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3603,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3604,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3605,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3606,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3607,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3608,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3609,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3610,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3611,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3612,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3613,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3614,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3615,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3616,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3617,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3618,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3619,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3620,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3621,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3622,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3623,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3624,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3625,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3626,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3627,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3628,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3629,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3630,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3631,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3632,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3633,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3634,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3635,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3636,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3637,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3638,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3639,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3640,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3641,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3642,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3643,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3644,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3645,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3646,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3647,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3648,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3649,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3650,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3651,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3652,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3653,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3654,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3655,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3656,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3657,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3658,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3659,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3660,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3661,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3662,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3663,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3664,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3665,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3666,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3667,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3668,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3669,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3670,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3671,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3672,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3673,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3674,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3675,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3676,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3677,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3678,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3679,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3680,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3681,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3682,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3683,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3684,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3685,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3686,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3687,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3688,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3689,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3690,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3691,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3692,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3693,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3694,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3695,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3696,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3697,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3698,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3699,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3700,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3701,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3702,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3703,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3704,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3705,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3706,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3707,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3708,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3709,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3710,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3711,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3712,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3713,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3714,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3715,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3716,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3717,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3718,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3719,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3720,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3721,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3722,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3723,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3724,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3725,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3726,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3727,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3728,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3729,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3730,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3731,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3732,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3733,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3734,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3735,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3736,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
3737,Machine Learning – Antibody Discovery Scientist (KTP Associa...,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,"
Isogenica is a research and development biotechnology company, which develops highly specialised antibodies for future clinical use.
"
3738,Safety Manager – Data Scientist/Toxicologist,No.7 Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3739,Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Considerable hands-on experience in data, advanced analytics, and AI (cloud platforms, data engineering, data management, visualization).
"
3740,Senior Analytics Consultant,Experian,,Nottingham NG2 1EP,"
Experience with data manipulation and modelling - experience building models in Python would be advantageous but an understanding of modelling concepts is…
"
3741,Machine Learning Engineer,GMV,,Nottingham•Remote,"
Working in an agile, cross-functional team composed of both engineers and data scientists, taking responsibility for delivering predictive data products.
"
3742,Machine Learning and Artificial Intelligence Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Nottingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
3743,Senior Analyst - Digital Analytics,Dunelm,,Syston,"
Ensure data collection is accurate and validated.
Strong knowledge of tag management systems such as Google Tag Manager or Tealium iQ and data layers.
"
3744,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
3745,Data Scientist - Personalisation,Boots,,Nottingham,"
Experience with data visualisation tools such as PowerBI.
Experience of analysing data sets through SQL or similar tools.
"
3746,newPeople Analytics Partner,Rolls-Royce,,Derby,"
Experience of delivering data and analytical solutions to a business.
Interface with the People Analytics extended team (Krakow technical and data science team,…
"
3747,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol Corporation,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3748,Data Scientist / Statistician Intern (BS/MS/PhD Students),Lubrizol,,Hazelwood DE56 4AN,"
Coursework in statistical modeling and data mining methods.
Collaborate with data science team, as well as, scientists and engineers, to understand their needs,…
"
3749,Safety Manager – Data Scientist/Toxicologist,Boots,,Nottingham,"
Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods to drive continuous improvement of the products and…
"
3750,Researcher in Data Science,University of Derby,"£25,627 - £39,739 a year",Derby,"
A typical project would involve initial discussions and setting out of a quick data audit and trajectory to identify the data insight demands, but also the data…
"
