,title,company,salary,location,summary
5602,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5603,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5604,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5605,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5606,Data Scientist,Michael Page UK,,Chippenham,"
Experience in modelling, statistical analysis, and data elaboration.
Proven experience working with pharmaceutical industry data analysis (product/process…
"
5607,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5608,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5609,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5610,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5611,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5612,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5613,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5614,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5615,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5616,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5617,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5618,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5619,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5620,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5621,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5622,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5623,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5624,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5625,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5626,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5627,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5628,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5629,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5630,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5631,Defence Data Scientist,Metrica Recruitment,"£40,000 - £45,000 a year",South West,"
Three years' or more of experience in data science.
Your role would be to develop and design decision aid tools and models to carry out analysis for customers…
"
5632,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5633,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5634,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5635,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5636,Data Scientist,Michael Page UK,,Chippenham,"
Experience in modelling, statistical analysis, and data elaboration.
Proven experience working with pharmaceutical industry data analysis (product/process…
"
5637,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5638,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5639,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5640,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5641,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5642,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5643,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5644,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5645,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5646,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5647,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5648,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5649,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5650,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5651,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5652,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5653,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5654,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5655,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5656,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
What we can offer you:
"
5657,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
Artificial Intelligence, or simply 'AI', is one of the biggest tech buzz words of the last couple years.
It seems to pop up in almost every other job advert in…
"
5658,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Expertise in working with large data sets (e.g. network logs),.
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe…
"
5659,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
Artificial Intelligence, or simply 'AI', is one of the biggest tech buzz words of the last couple years.
It seems to pop up in almost every other job advert in…
"
5660,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5661,Defence Data Scientist,Metrica Recruitment,"£40,000 - £45,000 a year",South West,"
Three years' or more of experience in data science.
This highly successful strategy consultancy specialise in the government and defence sectors.
"
5662,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Salary: £70-85,000, hybrid working, sponsorship and more!
This Senior Machine Learning Engineer vacancy is based in Bristol, UK with our client; a world leader…
"
5663,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The HPN Research Group, which is part of the Smart Internet Lab and led by Professor Reza Nejabati, specialises in the application of advanced hardware and…
"
5664,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
StatsBomb is an inspiring place to work.
"
5665,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
Advanced robotics will change the world of engineering for good.
At Dyson, we’ve been developing robot technology for over 20 years – 200 engineers, 420 patents…
"
5666,Data Scientist,Michael Page UK,,Chippenham,"
Experience in modelling, statistical analysis, and data elaboration.
Proven experience working with pharmaceutical industry data analysis (product/process…
"
5667,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5668,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5669,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5670,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5671,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5672,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5673,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5674,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5675,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5676,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5677,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5678,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5679,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5680,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5681,Data Scientist,Michael Page UK,,Chippenham,"
Experience in modelling, statistical analysis, and data elaboration.
Proven experience working with pharmaceutical industry data analysis (product/process…
"
5682,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5683,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5684,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5685,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5686,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5687,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5688,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5689,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5690,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5691,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5692,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5693,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5694,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5695,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5696,Data Scientist,Michael Page UK,,Chippenham,"
Experience in modelling, statistical analysis, and data elaboration.
Proven experience working with pharmaceutical industry data analysis (product/process…
"
5697,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5698,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5699,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5700,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5701,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5702,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5703,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5704,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5705,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5706,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5707,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5708,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5709,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5710,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5711,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5712,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5713,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5714,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5715,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5716,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
What we can offer you:
"
5717,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
Artificial Intelligence, or simply 'AI', is one of the biggest tech buzz words of the last couple years.
It seems to pop up in almost every other job advert in…
"
5718,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Expertise in working with large data sets (e.g. network logs),.
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe…
"
5719,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
Artificial Intelligence, or simply 'AI', is one of the biggest tech buzz words of the last couple years.
It seems to pop up in almost every other job advert in…
"
5720,Defence Data Scientist,Metrica Recruitment,"£40,000 - £45,000 a year",South West,"
Three years' or more of experience in data science.
This highly successful strategy consultancy specialise in the government and defence sectors.
"
5721,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5722,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Salary: £70-85,000, hybrid working, sponsorship and more!
This Senior Machine Learning Engineer vacancy is based in Bristol, UK with our client; a world leader…
"
5723,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The HPN Research Group, which is part of the Smart Internet Lab and led by Professor Reza Nejabati, specialises in the application of advanced hardware and…
"
5724,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
StatsBomb is an inspiring place to work.
"
5725,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
Advanced robotics will change the world of engineering for good.
At Dyson, we’ve been developing robot technology for over 20 years – 200 engineers, 420 patents…
"
5726,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5727,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5728,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5729,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5730,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5731,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5732,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5733,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5734,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5735,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5736,Defence Data Scientist,Metrica Recruitment,"£40,000 - £45,000 a year",South West,"
Three years' or more of experience in data science.
Your role would be to develop and design decision aid tools and models to carry out analysis for customers…
"
5737,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5738,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5739,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5740,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5741,Data Scientist,Michael Page UK,,Chippenham,"
Experience in modelling, statistical analysis, and data elaboration.
Proven experience working with pharmaceutical industry data analysis (product/process…
"
5742,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5743,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
5744,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
5745,Senior Software Engineer in Machine Learning,Just Eat,,Bristol,"
Building and maintaining common libraries and frameworks, relied upon by engineers and data scientists.
Strong software engineering skills especially with…
"
5746,Senior Analytics Engineer,Dyson,,Malmesbury,"
Exposure to CRM and Backoffice data domains.
Translate cross-departmental business needs into data platform development requirements.
"
5747,Research Associate in Machine Learning (fixed-term post),University of Bath,"£34,304 a year",Bath,"
The Department of Computer Science wish to appoint a Research Associate for a fixed-term period until July 2022.
"
5748,"Software Engineer (Python/C++), AI/Machine Learning - Bristo...",Linux Recruit,"£50,000 - £75,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5749,Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Bristol,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
5750,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,"£45,000 - £70,000 a year",Bristol,"
This position is for a software engineer who wants to build state of the art AI technology solutions using the latest tools.
"
5751,Data Science Manager,ADLIB,"£85,000 - £90,000 a year",Bristol•Remote,"
From the start you’ll be responsible for managing a team looking driving the culture of the company, ensuring the data architecture and systems are in order as…
"
5752,Senior Machine Learning Engineer,IC Resources,"£70,000 - £85,000 a year",Bristol,"
Research and develop new object tracking features for graphics / VR / AR applications.
Training different types of neural networks.
"
5753,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
5754,Machine Learning Engineer,StatsBomb,,Bath and North East Somerset•Remote,"
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL/ ELT.
Quarterly company team days in the UK.
"
5755,Senior/Lead Machine Learning - Robotics Control Engineer,Dyson,,Hullavington,"
The role involves the research and development of systems for Dyson’s future autonomous and intelligent products.
"
5756,Senior Data Scientist,RAC,,Bristol BS32 4QN•Temporarily Remote,"
Resulting in data usage within the guideline of regulation and the business is able to make decisions based on data.
"
5757,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
